event_id,source_date,source_headline,source_id,source_office_id
429826,17.07.2015,Dovgiykost,10500,23019
204938,18.07.2015,"Four dead as fighting flares in east Ukraine",10501,23008
204938,18.07.2015,"Rebel shelling in east Ukraine kills three civilians- soldier - Ukraine military",10502,23008
204940,19.07.2015,"Ukraine- rebels trade blame over shelling of central Donetsk",10503,23008
204940,19.07.2015,"Three killed- hospital shelled in east Ukraine",10504,23000
429829,18.07.2015,Ryzhov,10505,23001
392756,18.07.2015,"Two civilians said killed as rebels continue to breach ceasefire in east Ukraine",10506,23001
392763,20.07.2015,"Ukraine- militants report civilian casualties on 19-20 July",10507,23000
204942,19.07.2015,"Three killed- hospital shelled in east Ukraine",10508,23008
204942,19.07.2015,"Three killed- hospital shelled in east Ukraine",10509,23019
204942,19.07.2015,"Three killed- hospital shelled in east Ukraine",10510,23019
204942,20.07.2015,"Ukraine- militants report civilian casualties on 19-20 July",10511,23000
204942,20.07.2015,"Ukraine- militants report civilian casualties on 19-20 July",10512,23000
204942,20.07.2015,"Ukraine- militants report civilian casualties on 19-20 July",10513,23000
429845,20.07.2015,Tomilin,10514,23019
429847,20.07.2015,Misko,10515,23019
429849,21.07.2015,Percev,10516,23019
429852,23.07.2015,Savonuk,10517,23008
429850,22.07.2015,Gordiychukmyk,10518,23008
429850,22.07.2015,Birukovevgen,10519,23008
429906,29.07.2015,Kovalchuk,10520,23008
429929,31.07.2015,Dmitriev,10521,23008
429891,25.07.2015,Osykin,10522,23008
429892,25.07.2015,Marcynovsky,10523,23008
429893,25.07.2015,Pustovoytov,10524,23008
204950,26.07.2015,"Civilian killed in night shelling of Ukraine?s Gorlovka - city administration",10525,23008
204951,27.07.2015,"Two killed- power station hit in Ukraine violence",10526,23008
429894,26.07.2015,Chaikovsky,10527,23008
429895,27.07.2015,Chepigaval,10528,23004
429900,28.07.2015,Ignatyshinrus,10529,23000
204954,30.07.2015,"Two people die in night shellings of Gorlovka by Ukrainian forces - administration",10530,23008
204954,30.07.2015,"Shelling in eastern Ukraine kills four civilians- soldier",10531,23008
429916,18.08.2015,Yarmolukoleks,10532,23008
429916,30.07.2015,Zagorodniy,10533,23004
429932,31.07.2015,Matyash,10534,23001
429923,31.07.2015,Marinenko,10535,23008
429928,31.07.2015,Batyr,10536,23008
429942,1.08.2015,Pogonchuk,10537,23008
429943,1.08.2015,Krivous,10538,23008
204960,4.08.2015,"Ukraine leader calls in generals after failed peace talks",10539,23008
429992,3.08.2015,Ostapchukvas,10540,23008
429993,4.08.2015,Trofimchukval,10541,23008
429995,6.08.2015,"Five troops- civilian reported killed in Ukraine",10542,23000
429995,5.08.2015,Gurichev,10543,23008
204961,6.08.2015,"Five troops- civilian reported killed in Ukraine",10544,23008
204961,6.08.2015,"Two civilians killed in shelling by Ukrainian forces in Gorlovka - administration",10545,23000
433253,6.08.2015,Kasianenko,10546,23008
433253,6.08.2015,Kostukoleg,10547,23000
433254,6.08.2015,Dudkasergey,10548,23004
433264,6.08.2015,Gorbachova,10549,23008
433267,8.08.2015,Barateli,10550,23008
433268,8.08.2015,Galas,10551,23008
204968,9.08.2015,"Kiev?s military are shelling Gorlovka- one civilian killed - mayor",10552,23008
433270,9.08.2015,Pakalovoleg,10553,23008
433271,10.08.2015,Bodyak,10554,23008
433271,10.08.2015,Lovkay,10555,23004
433271,10.08.2015,Rovnyevg,10556,23008
433271,10.08.2015,Tilizhenko,10557,23008
204971,12.08.2015,"Ukraine battles pro-Russian rebels for access to key port",10558,23008
204971,12.08.2015,"Ukraine battles pro-Russian rebels for access to key port",10559,23008
204971,11.08.2015,Pevnev,10560,23008
204971,11.08.2015,Pevnev,10561,23000
433272,12.08.2015,Ezhov,10562,23000
433273,12.08.2015,Vitkovsky,10563,23008
204972,14.08.2015,"Soldier- civilian killed in fierce Ukrainian clashes",10564,23008
204972,14.08.2015,"Soldier- civilian killed in fierce Ukrainian clashes",10565,23008
204973,14.08.2015,"Soldier- civilian killed in fierce Ukrainian clashes",10566,23008
204973,14.08.2015,"Soldier- civilian killed in fierce Ukrainian clashes",10567,23000
204974,15.08.2015,"Three civilians killed as east Ukraine shelling flares up",10568,23000
211716,24.08.2015,"23 civilians dies in shellings by Ukrainian forces over last week in Donbass",10569,23000
205044,17.08.2015,"Civilians killed as fighting flares in eastern Ukraine",10570,23000
205045,17.08.2015,"Civilians killed as fighting flares in eastern Ukraine",10571,23000
205047,17.08.2015,"Two Ukrainian soldiers killed in clashes with rebels: Kiev military",10572,23004
205047,17.08.2015,"Two Ukrainian soldiers killed in clashes with rebels - Kiev military",10573,23001
205047,17.08.2015,"Fierce Ukraine clashes kill 10 as fears grow of broader fighting",10574,23001
211942,9.12.2015,"More than 9-000 killed since start of Ukraine conflict: UN",10575,23001
205049,17.08.2015,"Ukrainian army shells Donets- two residents killed",10576,23001
205051,18.08.2015,"Ukraine violence eases after Western condemnation of attacks",10577,23000
211789,25.08.2015,"Ukraine clashes kill five despite new EU push for peace",10578,23000
211791,27.08.2015,"Ukraine clashes kill 8- hurting push for new truce",10579,23004
211791,27.08.2015,"Ukraine clashes kill eight- hurting push for new truce",10580,23000
211792,28.08.2015,"Two civilians and one militiaman killed in shellings by Ukrainian forces - DPR defense ministry",10581,23000
211800,14.09.2015,"Two soldiers killed in eastern Ukraine despite ceasefire",10582,23000
211801,19.09.2015,"Ukraine soldier killed by landmine in separatist east",10583,23000
211804,27.09.2015,"Ukrainian soldier killed in mine blast in rebel east",10584,23004
211918,10.10.2015,"Ukraine rebels say one killed in Donetsk despite truce",10585,23000
211918,10.10.2015,"Ukraine rebels say one killed in Donetsk despite truce",10586,23000
211918,10.10.2015,"'One killed' in eastern Ukraine clashes despite truce",10587,23000
211918,10.10.2015,"Ukrainian military open fire on Donetsk killing one civilian - DPR defence ministry",10588,23000
211921,14.10.2015,"Soldier killed in east Ukraine despite truce with rebels: military",10589,23000
211924,20.10.2015,"Militiaman killed as Ukraine attacks DPR positions on Donetsk outskirts - Defense Ministry",10590,23000
211924,20.10.2015,"Militiaman killed as Ukraine attacks DPR positions on Donetsk outskirts - Defense Ministry",10591,23004
211925,27.10.2015,"Ukrainian soldier killed in attack near Donetsk airport in east: army",10592,23000
211926,30.10.2015,"Ukraine soldier killed by rebel fire at Donetsk airport",10593,23004
211927,1.11.2015,"'Exchanges of fire' at east Ukraine airport flashpoint",10594,23004
211930,11.11.2015,"Ukraine- separatists report rise in eastern fighting",10595,23000
211931,13.11.2015,"Three killed in clashes in rebel east Ukraine",10596,23000
211932,13.11.2015,"Three killed in clashes in rebel east Ukraine",10597,23000
211934,14.11.2015,"Five soldiers killed in east- highest toll in two months - Ukraine military",10598,23001
211934,14.11.2015,"UPDATE 1-Five soldiers killed in east- highest toll in 2 months - Ukraine military",10599,23000
211934,14.11.2015,"Five soldiers killed in east- highest toll in two months: Ukraine military",10600,23000
211935,15.11.2015,"One soldier killed in clashes in rebel east Ukraine",10601,23001
211935,15.11.2015,"Ukrainian soldier killed in violence in east",10602,23001
211935,15.11.2015,"Ukrainian soldier killed in violence in east",10603,23001
211935,15.11.2015,"One soldier killed in clashes in rebel east Ukraine",10604,23000
211940,5.12.2015,"Woman killed in Kiev?s shelling of east Ukraine",10605,23001
211941,6.12.2015,"One soldier killed in renewed east Ukraine clashes",10606,23001
211949,27.12.2015,"Three killed in breach of Ukraine holiday truce",10607,23000
218220,10.01.2016,"Two Ukrainian officers- two rebels first killed in war-torn east in 2016",10608,23004
218221,10.01.2016,"Two Ukrainian officers- two rebels first killed in war-torn east in 2016",10609,23000
218222,11.01.2016,"Ukraine soldier killed in clashes in rebel east",10610,23000
218219,10.01.2016,"Two Ukrainian officers- two rebels first killed in war-torn east in 2016",10611,23000
218224,25.01.2016,"Two people killed and four more injured in shellings by Ukrainian forces in DPR over last week",10612,23000
218226,31.01.2016,"Ukraine reports first military casualties in 3 weeks",10613,23000
218227,31.01.2016,"Ukraine reports first military casualties in 3 weeks",10614,23000
218228,3.02.2016,"Two DPR civilians die in shelling to the north of Gorlovka - Basurin",10615,23004
218232,8.02.2016,"3 DPR civilians killed- 3 wounded in shelling by Ukrainian troops over past week",10616,23000
218229,3.02.2016,"Two DPR civilians die in shelling to the north of Gorlovka - Basurin",10617,23000
218231,5.02.2016,"Ukraine soldier killed in rebel east as clashes intensify",10618,23004
218233,10.02.2016,"Three killed as passenger bus hits mine in east Ukraine",10619,23004
218233,10.02.2016,"Four killed as passenger bus hits mine in east Ukraine",10620,23004
218235,16.02.2016,"Three Ukrainian soldiers killed in rebel east",10621,23000
218642,26.02.2016,"Ukrainian soldier killed in fresh clashes in rebel east",10622,23000
218638,21.02.2016,"Ukraine soldier killed in clashes in rebel east",10623,23000
218639,22.02.2016,"Three DPR militiamen killed in attack by Ukrainian saboteurs - DPR defense ministry",10624,23000
218641,26.02.2016,"Ukrainian soldier killed in fresh clashes in rebel east",10625,23000
218645,5.03.2016,"Two Kiev soldiers killed in east Ukraine fighting: spokesman",10626,23000
218647,12.03.2016,"Two Ukrainian soldiers killed in separatist east: Kiev",10627,23029
218648,12.03.2016,"Two Ukrainian soldiers killed in separatist east: Kiev",10628,23000
218649,18.03.2016,"SUV carrying Ukrainian servicemen hits landmine- three people killed - media",10629,23000
218719,25.03.2016,"Nine people wounded in DPR in shelling from Ukrainian troops in past week",10630,23000
218720,26.03.2016,"Two Ukrainian soldiers killed- 8 wounded in fresh clashes in rebel east",10631,23000
218724,1.04.2016,"Nine DPR militiamen killed- 7 injured in shellings by Ukrainian forces over last week",10632,23029
218723,30.03.2016,"Two DPR militiamen killed in night shelling by Ukrainian forces - media",10633,23029
218725,4.04.2016,"One DPR militiaman killed in shelling by Ukrainian forces - DPR defense ministry",10634,23000
218726,7.04.2016,"Three DPR militiamen killed in shelling by Ukrainian forces - media",10635,23029
218728,10.04.2016,"Two DPR servicemen killed in shelling by Ukrainian troops - DPR defense ministry",10636,23029
218730,13.04.2016,"One DPR militiaman killed in shelling by Ukrainian forces - DPR defense ministry",10637,23029
218734,20.04.2016,"Three Ukraine troops killed in deadliest attack in nearly two months",10638,23029
218750,24.04.2016,"Three Ukrainian troops killed in new upsurge of fighting: Kiev",10639,23029
218755,29.04.2016,"Eleven people killed in shelling of Donetsk republic over the week - ombudsman",10640,23029
218752,27.04.2016,"Four killed in Kiev forces? shelling of checkpoint in Donbass",10641,23000
218752,27.04.2016,"Pregnant woman among 4 killed in east Ukraine: rebels",10642,23000
218758,30.04.2016,"Two Ukrainian soldiers killed in rebel east despite truce",10643,23029
218759,1.05.2016,"Three killed in east Ukraine despite Orthodox Easter truce",10644,23029
218764,6.05.2016,"Two militiamen die- one wounded in Donbass in seven days",10645,23000
218765,7.05.2016,"One DPR militiaman killed in shelling by Ukrainian forces over last 24 hours - DPR defense ministry",10646,23000
225853,16.05.2016,"Ukrainian soldier killed after failed peace talks: military",10647,23000
225859,19.05.2016,"Two Ukrainian troops- one civilian killed in rebel east: military",10648,23029
225861,19.05.2016,"Two Ukrainian troops- one civilian killed in rebel east: military",10649,23029
225863,22.05.2016,"Ukrainian soldier killed in fresh clashes in rebel east: military",10650,23000
225868,27.05.2016,"Four DPR servicemen killed- two wounded in shelling by Ukrainian troops in past week",10651,23000
236746,24.05.2016,"7 Ukrainian soldiers killed in past 24 hours in war-torn east: Kiev",10652,23000
236746,24.05.2016,"Surge in eastern fighting kills seven Ukrainian soldiers: official",10653,23000
236746,24.05.2016,"Seven Ukrainian soldiers killed in war-torn east",10654,23029
225866,26.05.2016,"Two rebels killed in fresh clashes in eastern Ukraine",10655,23000
225871,29.05.2016,"Five Ukrainian soldiers- two rebels killed in separatist east",10656,23001
225872,29.05.2016,"Five Ukrainian soldiers- two rebels killed in separatist east",10657,23000
225872,30.05.2016,"Thirteen Ukrainian troops killed in attempt to break through DPR positions at Avdeevka",10658,23000
225874,30.05.2016,"Three Ukrainian soldiers killed in upsurge in east",10659,23000
225875,30.05.2016,"Three Ukrainian soldiers killed in upsurge in east",10660,23000
225876,1.06.2016,"Pro-Russian rebels claim fresh Ukraine assault",10661,23029
232238,5.06.2016,"Shelling by Ukrainian military leaves one killed- another injured in Donbass",10662,23000
232239,8.06.2016,"One militia member killed in Kiev forces? shelling in Donetsk republic",10663,23000
232243,9.06.2016,"Ukrainian forces shell DPR from heavy weaponry- killing one person - media",10664,23000
232244,12.06.2016,"Two servicemen killed- five civilians injured as Ukrainian military open fire on Donbass",10665,23029
429358,16.06.2015,Zhadko,10666,23029
232417,18.06.2016,"Serviceman killed- one civilian injured in shelling of Donetsk Republic",10667,23029
232418,19.06.2016,"Three Ukrainian soldiers killed in separatist east: military",10668,23029
232419,19.06.2016,"Three Ukrainian soldiers killed in separatist east: military",10669,23008
232420,24.06.2016,"Two DPR servicemen killed in shelling by Ukrainian troops in past week",10670,23029
232422,27.06.2016,"Civilian killed as Ukrainian forces shell cities in Donbass",10671,23000
232422,27.06.2016,"DPR to raise at Minsk meeting issue of Gorlovka shelling by Ukraine forces",10672,23000
232615,28.06.2016,"Ukraine forces take prisoner DPR sappers working in Shirokino by agreement with OSCE",10673,23029
232616,29.06.2016,"Ukraine opera singer killed in separatist east",10674,23029
392670,1.07.2016,"One Ukrainian serviceman- three rebels killed in east - spokesman",10675,23029
392670,1.07.2016,"One Ukrainian serviceman- three rebels killed in east - spokesman",10676,23029
233435,2.08.2016,"12 people killed- 46 wounded in DPR in shelling by Ukrainian troops over past month",10677,23000
232617,5.07.2016,"Three Ukrainian soldiers killed in war-torn east",10678,23019
232617,5.07.2016,"Six die- including three children- in rebel Ukraine",10679,23019
232749,15.07.2016,"Eight DPR civilians killed in shelling by Ukrainian troops in past week - ombudsperson?s office",10680,23029
232736,10.07.2016,"Three Ukrainian soldiers killed in separatist east",10681,23000
232730,10.07.2016,"Ukrainian military launch 300 mines on DPR- one man killed - agency",10682,23000
232745,14.07.2016,"Nine Ukrainian soldiers killed in attempted breakthrough near Donetsk- Gorlovka - DPR official",10683,23029
232746,14.07.2016,"Nine Ukrainian soldiers killed in attempted breakthrough near Donetsk- Gorlovka - DPR official",10684,23000
232767,22.07.2016,"One militiaman killed- one injured in shellings by Ukrainian forces over last week - DPR operational command",10685,23029
232752,19.07.2016,"Seven Ukraine troops killed in separatist east",10686,23029
232752,19.07.2016,"Seven Ukraine troops die in worst clashes in two months",10687,23029
232752,19.07.2016,"Seven Ukrainian soldiers killed in eastern regions amid surge in violence",10688,23029
232752,19.07.2016,"Seven Ukrainian soldiers killed in eastern regions amid surge in violence",10689,23000
232752,19.07.2016,"Seven Ukraine troops die in worst clashes in two months",10690,23000
232772,24.07.2016,"Six Ukrainian soldiers killed as clashes surge",10691,23001
232772,24.07.2016,"Six Ukrainian soldiers killed as clashes surge",10692,23001
232772,24.07.2016,"Ukraine reports 6 soldiers killed in rebel east",10693,23000
232772,24.07.2016,"Ukraine reports 6 soldiers killed in rebel east",10694,23000
232772,24.07.2016,"Up to 10 Ukrainian troops killed and wounded in attempt to get into DPR forces? rear - DPR operations command",10695,23000
232772,24.07.2016,"Up to 10 Ukrainian troops killed and wounded in attempt to get into DPR forces? rear - DPR operations command",10696,23003
232775,25.07.2016,"Three Ukrainian soldiers killed in separatist east",10697,23003
232776,25.07.2016,"Three Ukrainian soldiers killed in separatist east",10698,23029
232776,26.07.2016,"Two DPR militiamen killed in shellings by Ukrainian forces over last 24 hours - DPR operational command",10699,23029
232778,28.07.2016,"One DPR militiaman killed in shellings by Ukrainian forces over last 24 hours - DPR operational command",10700,23000
392672,28.07.2016,"Ukraine says one soldier killed- another wounded in east",10701,23000
392672,28.07.2016,"Ukraine says one soldier killed- another wounded in east",10702,23029
232780,1.08.2016,"One civilian killed in Yasinovataya shelling - news agency",10703,23029
233437,3.08.2016,"One DPR militia fighter killed- two civilians injured in Ukrainian forces? shelling attack",10704,23019
233440,4.08.2016,"Two people killed in shellings by Ukrainian forces in DPR over last 24 hours",10705,23019
233443,8.08.2016,"One DPR militiaman killed- two injured in shellings by Ukrainian forces over last 24 hours - DPR operational command",10706,23029
233444,9.08.2016,"Two civilians killed in Donetsk?s suburb in mortar shelling by Ukrainian troops - agency",10707,23029
233454,12.08.2016,"One civilian killed in shelling of Donetsk suburbs - agency",10708,23029
233457,18.08.2016,"3 government troops killed in fighting in eastern Ukraine",10709,23029
233458,21.08.2016,"Two killed- five injured in DPR shelling by Ukrainian military",10710,23029
235419,25.08.2016,"Woman killed as Kiev forces shell village in Donetsk republic - source",10711,23029
235421,28.08.2016,"Two Ukrainian soldiers killed in separatist east",10712,23003
235425,7.09.2016,"DPR militiaman killed in Donetsk shelling by Kiev forces - Donetsk News Agency",10713,23029
235426,9.09.2016,"Ukraine reports first combat death since new truce",10714,23029
235428,13.09.2016,"3 Ukraine troops killed in violation of new truce: Kiev",10715,23000
235428,13.09.2016,"Ukraine reports death of three troops as EU pushes for peace",10716,23029
235429,13.09.2016,"Six fighters killed in Ukraine ahead of new EU push for peace",10717,23000
235430,15.09.2016,"DPR militiaman killed in Ukrainian forces? attack - DPR operational command",10718,23000
235434,2.10.2016,"Donetsk reports aggravation of situation in Donbass- two militia killed",10719,23000
235436,5.10.2016,"Donbass situation worsens- Ukrainian military?s barrage leaves 2 militiamen dead",10720,23000
235437,6.10.2016,"Donetsk republic militiaman killed in shelling by Ukrainian troops - spokesman",10721,23029
235556,14.10.2016,"5 DPR servicemen killed- 9 wounded in shelling by Ukrainian troops in past week",10722,23029
235551,11.10.2016,"Woman killed in Kiev forces? shelling of Donetsk republic",10723,23029
235553,12.10.2016,"Two militias killed in pro-Kiev troops? offensive in Donetsk republic",10724,23029
235557,17.10.2016,"Prominent rebel warlord Arseny 'Motorola' Pavlov dies in Donetsk blast",10725,23029
235557,16.10.2016,"Pro-Russian rebel commander killed in Ukraine elevator bombing",10726,23029
235557,16.10.2016,"DPR militia commander killed in Donetsk - DPR negotiator",10727,23029
235558,18.10.2016,"Two militia members killed as Kiev forces shell Donetsk republic",10728,23030
235559,19.10.2016,"Four DPR servicemen killed in shelling by pro-Kiev forces in 24 hours",10729,23000
235560,21.10.2016,"Nine militiamen killed- 13 wounded after situation deteriorates in DPR south",10730,23029
235563,22.10.2016,"Ukrainian military shell Donetsk Republic- one militia killed - defense ministry",10731,23029
235582,28.10.2016,"Sudden spike in violence kills six in east Ukraine",10732,23029
235579,28.10.2016,"Sudden spike in violence kills six in east Ukraine",10733,23029
235584,29.10.2016,"Ukrainian military shell Donetsk Republic- one militia killed - defense ministry",10734,23029
235613,7.11.2016,"One DPR servicemen killed- one wounded in shelling by Ukrainian troops",10735,23000
235621,25.11.2016,"4 civilians killed- one wounded in DPR in shelling by Ukrainian troops over week - DPR operations command",10736,23000
235616,19.11.2016,"Civilian killed in Ukrainian troops? shelling on Donetsk republic - agency",10737,23029
235622,26.11.2016,"Ukrainian military continue firing on DPR- one militia killed - spokesman",10738,23029
235630,27.11.2016,"Ukrainian military continue firing on DPR- one militia killed - spokesman",10739,23029
235623,29.11.2016,"Kiev forces shell DPR over 1-800 times in past 24 hours- one militiaman killed - DPR command",10740,23029
235637,18.12.2016,"Ukraine says five troops killed in worst clash in months",10741,23029
235637,18.12.2016,"Ukraine says five troops killed in worst clash in months",10742,23029
235641,29.12.2016,"Ukraine reports first death since new truce",10743,23029
235641,29.12.2016,"Ukraine reports first combat death since new truce",10744,23000
246611,18.08.2017,"Over 200 people killed in DPR in shelling by Ukrainian troops since year beginning - ombudsman",10745,23000
238990,11.01.2017,"Ukraine says it captured new positions in eastern Ukraine",10746,23000
238997,17.01.2017,"Ukrainian military?s shelling kills one DPR militiaman - Basurin",10747,23000
239003,27.01.2017,"Two Ukrainian soldiers killed in fresh clashes",10748,23028
239007,29.01.2017,"Four killed in worst clash in weeks in Ukraine rebel east",10749,23003
239007,29.01.2017,"Four killed in worst clash in weeks in Ukraine rebel east",10750,23028
239007,30.01.2017,"Ukraine says more soldiers killed in deadliest clashes in weeks",10751,23000
239007,30.01.2017,"Ukraine says more soldiers killed in deadliest clashes in weeks",10752,23000
239007,30.01.2017,"At least 20 Kiev forces killed- over 30 wounded on Sunday - media",10753,23000
239007,30.01.2017,"At least 20 Kiev forces killed- over 30 wounded on Sunday - media",10754,23001
239312,30.01.2017,"At least 20 Kiev forces killed- over 30 wounded on Sunday - media",10755,23001
246867,1.03.2017,"CrisisWatch February 2017 - Ukraine",10756,23028
239321,30.01.2017,"Ukraine says more soldiers killed in deadliest clashes in weeks",10757,23028
239321,30.01.2017,"Six killed in surge of Ukraine fighting",10758,23028
239008,30.01.2017,"Six killed in surge of Ukraine fighting",10759,23031
239008,30.01.2017,"Deadly fighting surges in Ukraine despite truce",10760,23001
239008,30.01.2017,"Ukraine says more soldiers killed in deadliest clashes in weeks",10761,23000
239009,30.01.2017,"Ukraine says more soldiers killed in deadliest clashes in weeks",10762,23000
239009,30.01.2017,"Six killed in surge of Ukraine fighting",10763,23000
239014,30.01.2017,"Ten Kiev military killed in attempt to attack DPR positions - military source",10764,23001
239017,31.01.2017,"Four DPR militiamen killed- 7 wounded in shelling near Yasinovaya - news agency",10765,23001
239036,1.02.2017,"Two DPR residents die in shelling over past 24 hours",10766,23000
239036,1.02.2017,"Global alarm over Ukraine fighting as death toll hits 19",10767,23028
239056,3.02.2017,"6 killed in Ukraine",10768,23028
239056,NULL," Putin says Ukraine seeking US support",10769,23028
239052,2.02.2017,"Ukraine- separatists say more civilians killed in eastern flare-up",10770,23000
239054,3.02.2017,"6 killed in Ukraine",10771,23003
239054,NULL," Putin says Ukraine seeking US support",10772,23011
239300,3.02.2017,"Clashes claim more lives in Ukraine as US pressures Russia",10773,23001
239134,5.02.2017,"Rebels in Ukraine say commander is killed in a car bombing",10774,23003
239140,6.02.2017,"Ukrainian army shells DPR 1-229 times over past 24 hours- two militiamen killed - DPR command",10775,23011
239151,17.02.2017,"Eight Donetsk militias killed in Kiev forces? shelling this week - command",10776,23000
239143,13.02.2017,"DPR militiaman killed by Ukrainian shelling - operational command",10777,23003
239145,14.02.2017,"Ukrainian military?s shelling kills one DPR militiaman in 24 hours",10778,23028
239144,14.02.2017,"Blast at chemical plant in Donetsk due to bombardments by Kiev forces - DNA",10779,23028
239150,16.02.2017,"Ukrainian military?s shelling kills two DPR militiamen in 24 hours",10780,23028
252014,15.03.2017,"Report on the human rights situation in Ukraine 16 February to 15 May 2017",10781,23028
239152,20.02.2017,"Ukraine soldier killed in clashes despite ceasefire",10782,23028
239155,1.03.2017,"Ukrainian army shells DPR 1-774 times over past 24 hours - DPR command",10783,23028
239167,10.03.2017,"Ukrainian military?s shelling of DPR kills three people- leaves another three wounded",10784,23032
239169,11.03.2017,"TOPSHOTS Two Ukrainian soldiers killed- 16 wounded in fresh fighting",10785,23000
239169,11.03.2017,"TOPSHOTS Two Ukrainian soldiers killed- 16 wounded in fresh fighting",10786,23028
239177,17.03.2017,"Ukrainian military?s shelling kills four DPR servicemen in course of one week",10787,23028
239176,17.03.2017,"Ukrainian military?s shelling of DPR kills one civilian- leaves nine wounded - DPR Operational Command",10788,23000
239174,15.03.2017,"Ukrainian military?s shelling of DPR kills one militiaman - DPR Operational Command",10789,23000
239173,15.03.2017,"One civilian killed- another wounded in Ukraine?s shelling of Gorlovka suburb",10790,23028
239175,16.03.2017,"Ukrainian military?s shelling kills one DPR militiaman - DPR Operational Command",10791,23028
239186,24.03.2017,"Eight people in Donetsk republic killed by Ukrainian army?s shelling in 7 days",10792,23028
239183,20.03.2017,"Ten Kiev military killed in attempt to attack DPR positions - DPR command",10793,23028
239183,24.03.2017,"DPR hands over 2 Ukraine?s military bodies to Kiev",10794,23028
239184,21.03.2017,"Ukrainian military?s shelling kills three DPR militiamen- leaves two wounded - DPR Operational Command",10795,23028
239195,31.03.2017,"Five killed in east Ukraine as tensions simmer",10796,23028
239187,26.03.2017,"Three soldiers killed in clashes in Ukraine's rebel east",10797,23033
239191,30.03.2017,"Ukrainian military?s shelling of DPR kills two civilians",10798,23028
239193,31.03.2017,"Five killed in east Ukraine as tensions simmer",10799,23000
239194,31.03.2017,"Five killed in east Ukraine as tensions simmer",10800,23000
239196,1.04.2017,"One militia killed- one injured in fire from Ukrainian positions on Donetsk Republic",10801,23028
239198,3.04.2017,"Ukraine says 2 soldiers killed despite latest ceasefire",10802,23000
239297,3.04.2017,"Ukraine says 2 soldiers killed despite latest ceasefire",10803,23000
239200,4.04.2017,"Ukrainian military?s shelling of DPR kills one civilian",10804,23028
239224,14.04.2017,"Ukrainian military?s shelling kills eight militiamen- leaves three civilians wounded - DPR Operational Command",10805,23000
239220,9.04.2017,"One DPR serviceman killed in shelling by Ukrainian troops - DPR operations command",10806,23000
239222,12.04.2017,"Ukrainian sniper attack kills one DPR militiaman - DPR Operational Command",10807,23028
246860,1.05.2017,"CrisisWatch April 2017 - Ukraine",10808,23028
239223,13.04.2017,"Ukrainian military?s shelling kills two DPR militiamen- leaves one wounded",10809,23028
239229,21.04.2017,"Ukrainian military?s shelling kills two militiamen in course of one week - DPR Operational Command",10810,23028
239228,21.04.2017,"Two Ukraine soldiers killed despite Easter lull",10811,23031
239240,28.04.2017,"Ukrainian military?s shelling leaves nine civilians wounded in past week - DPR Operational Command",10812,23028
239235,24.04.2017,"Ukrainian military?s shelling kills one DPR militiaman- leaves another one wounded",10813,23028
239239,26.04.2017,"Ukrainian military?s shelling of DPR kills one militiaman - DPR Operational Command",10814,23000
239238,26.04.2017,"3 government troops killed in eastern Ukraine",10815,23028
246862,1.05.2017,"CrisisWatch April 2017 - Ukraine",10816,23028
246863,1.05.2017,"CrisisWatch April 2017 - Ukraine",10817,23028
246864,1.05.2017,"CrisisWatch April 2017 - Ukraine",10818,23003
239242,5.05.2017,"Ukrainian military?s shelling of DPR kills two people- leaves eight wounded in course of one week",10819,23031
246865,1.05.2017,"CrisisWatch April 2017 - Ukraine",10820,23031
246866,1.05.2017,"CrisisWatch April 2017 - Ukraine",10821,23031
239246,12.05.2017,"Seven civilians wounded in Kiev forces? shellings of Donetsk republic this week",10822,23028
239244,7.05.2017,"5 militants killed- 13 more wounded in skirmish between Ukraine?s Azov battalion and mercenaries - DPR command",10823,23031
239245,10.05.2017,"Ukrainian military?s shelling kills one DPR militiaman- leaves another one wounded",10824,23031
239249,19.05.2017,"Ukrainian military?s shelling kills two civilians- leaves six wounded in past week - DPR Operational Command",10825,23028
239247,13.05.2017,"Four civilians killed in artillery shelling in eastern Ukraine",10826,23028
239248,14.05.2017,"DPR serviceman wounded in shelling by Ukrainian troops - DPR command",10827,23028
252016,13.06.2017,"Report on the human rights situation in Ukraine",10828,23028
239251,21.05.2017,"One DPR serviceman killed in shelling by Ukrainian troops",10829,23001
239256,9.06.2017,"Four killed in Ukrainian shelling of Donetsk republic over past week - DPR command",10830,23028
239252,5.06.2017,"Woman killed- child wounded by Kiev forces? shelling in Donbass",10831,23032
239253,7.06.2017,"Ukrainian military?s shelling kills one militiaman - DPR Operational Command",10832,23028
239255,8.06.2017,"Ukrainian military?s shelling kills one militiaman - DPR Operational Command",10833,23028
239261,16.06.2017,"Four killed in Donetsk republic shelling over past week - operations command",10834,23028
239257,12.06.2017,"Ukraine says seven soldiers killed in clashes in rebel east",10835,23028
239258,13.06.2017,"Two civilians killed in shelling of Donetsk",10836,23028
239260,13.06.2017,"Elderly woman killed by Kiev troops in East Ukraine",10837,23028
239260,16.06.2017,"Four killed in Donetsk republic shelling over past week - operations command",10838,23000
239264,23.06.2017,"Ukrainian military fires over 2-800 munitions at DPR?s territory in one week- kills four - DPR Operational Command",10839,23028
239262,17.06.2017,"Militia member killed in Kiev forces? shelling of Donetsk republic",10840,23028
239263,19.06.2017,"Woman killed in DPR shelling by Ukrainian army",10841,23028
